Breed,Country of Origin,Fur Color,Height,Color of Eyes,Longevity,Character Traits,Common Health Problems
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,energetic,Dental problems
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,energetic,eye issues
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,energetic,skin allergies
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,playful,Dental problems
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,playful,eye issues
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,playful,skin allergies
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,good-natured,Dental problems
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,good-natured,eye issues
Shetland Sheepdog,Scotland,Sable,13-16,Brown,12-14,good-natured,skin allergies
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,Intelligent,Dental problems
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,Intelligent,eye issues
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,Intelligent,skin allergies
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,energetic,Dental problems
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,energetic,eye issues
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,energetic,skin allergies
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,playful,Dental problems
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,playful,eye issues
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,playful,skin allergies
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,good-natured,Dental problems
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,good-natured,eye issues
Shetland Sheepdog,Scotland,Black,13-16,Brown,12-14,good-natured,skin allergies
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,Intelligent,Dental problems
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,Intelligent,eye issues
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,Intelligent,skin allergies
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,energetic,Dental problems
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,energetic,eye issues
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,energetic,skin allergies
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,playful,Dental problems
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,playful,eye issues
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,playful,skin allergies
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,good-natured,Dental problems
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,good-natured,eye issues
Staffordshire Bull Terrier,England,White,14-16,Brown,12-14,good-natured,skin allergies
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,Intelligent,Dental problems
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,Intelligent,eye issues
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,Intelligent,skin allergies
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,energetic,Dental problems
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,energetic,eye issues
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,energetic,skin allergies
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,playful,Dental problems
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,playful,eye issues
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,playful,skin allergies
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,good-natured,Dental problems
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,good-natured,eye issues
Staffordshire Bull Terrier,England,Black,14-16,Brown,12-14,good-natured,skin allergies
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,Intelligent,Dental problems
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,Intelligent,eye issues
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,Intelligent,skin allergies
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,energetic,Dental problems
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,energetic,eye issues
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,energetic,skin allergies
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,playful,Dental problems
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,playful,eye issues
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,playful,skin allergies
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,good-natured,Dental problems
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,good-natured,eye issues
Staffordshire Bull Terrier,England,Red,14-16,Brown,12-14,good-natured,skin allergies
Vizsla,Hungary,Red,20-24,Brown,12-14,Intelligent,Dental problems
Vizsla,Hungary,Red,20-24,Brown,12-14,Intelligent,eye issues
Vizsla,Hungary,Red,20-24,Brown,12-14,Intelligent,skin allergies
Vizsla,Hungary,Red,20-24,Brown,12-14,energetic,Dental problems
Vizsla,Hungary,Red,20-24,Brown,12-14,energetic,eye issues
Vizsla,Hungary,Red,20-24,Brown,12-14,energetic,skin allergies
Vizsla,Hungary,Red,20-24,Brown,12-14,playful,Dental problems
Vizsla,Hungary,Red,20-24,Brown,12-14,playful,eye issues
Vizsla,Hungary,Red,20-24,Brown,12-14,playful,skin allergies
Vizsla,Hungary,Red,20-24,Brown,12-14,good-natured,Dental problems
Vizsla,Hungary,Red,20-24,Brown,12-14,good-natured,eye issues
Vizsla,Hungary,Red,20-24,Brown,12-14,good-natured,skin allergies
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,Loyal,Dental problems
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,Loyal,eye issues
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,Loyal,skin allergies
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,intelligent,Dental problems
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,intelligent,eye issues
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,intelligent,skin allergies
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,good-natured,Dental problems
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,good-natured,eye issues
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,good-natured,skin allergies
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,energetic,Dental problems
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,energetic,eye issues
Anatolian Shepherd,Turkey,Fawn,27-29,Brown,12-14,energetic,skin allergies
Welsh Corgi,Wales,Red,10-12,Brown,12-15,Intelligent,Dental problems
Welsh Corgi,Wales,Red,10-12,Brown,12-15,Intelligent,eye issues
Welsh Corgi,Wales,Red,10-12,Brown,12-15,Intelligent,skin allergies
Welsh Corgi,Wales,Red,10-12,Brown,12-15,energetic,Dental problems
Welsh Corgi,Wales,Red,10-12,Brown,12-15,energetic,eye issues
Welsh Corgi,Wales,Red,10-12,Brown,12-15,energetic,skin allergies
Welsh Corgi,Wales,Red,10-12,Brown,12-15,playful,Dental problems
Welsh Corgi,Wales,Red,10-12,Brown,12-15,playful,eye issues
Welsh Corgi,Wales,Red,10-12,Brown,12-15,playful,skin allergies
Welsh Corgi,Wales,Red,10-12,Brown,12-15,good-natured,Dental problems
Welsh Corgi,Wales,Red,10-12,Brown,12-15,good-natured,eye issues
Welsh Corgi,Wales,Red,10-12,Brown,12-15,good-natured,skin allergies
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,Intelligent,Dental problems
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,Intelligent,eye issues
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,Intelligent,skin allergies
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,energetic,Dental problems
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,energetic,eye issues
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,energetic,skin allergies
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,playful,Dental problems
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,playful,eye issues
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,playful,skin allergies
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,good-natured,Dental problems
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,good-natured,eye issues
Welsh Corgi,Wales,Sable,10-12,Brown,12-15,good-natured,skin allergies
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,Intelligent,Dental problems
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,Intelligent,eye issues
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,Intelligent,skin allergies
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,energetic,Dental problems
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,energetic,eye issues
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,energetic,skin allergies
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,playful,Dental problems
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,playful,eye issues
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,playful,skin allergies
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,good-natured,Dental problems
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,good-natured,eye issues
Welsh Springer Spaniel,Wales,Liver,20-25,Brown,12-14,good-natured,skin allergies
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,Intelligent,Dental problems
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,Intelligent,eye issues
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,Intelligent,skin allergies
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,energetic,Dental problems
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,energetic,eye issues
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,energetic,skin allergies
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,playful,Dental problems
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,playful,eye issues
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,playful,skin allergies
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,good-natured,Dental problems
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,good-natured,eye issues
Welsh Springer Spaniel,Wales,White,20-25,Brown,12-14,good-natured,skin allergies
Welsh Terrier,Wales,Black,10-12,Brown,12-15,Intelligent,Dental problems
Welsh Terrier,Wales,Black,10-12,Brown,12-15,Intelligent,eye issues
Welsh Terrier,Wales,Black,10-12,Brown,12-15,Intelligent,skin allergies
Welsh Terrier,Wales,Black,10-12,Brown,12-15,energetic,Dental problems
Welsh Terrier,Wales,Black,10-12,Brown,12-15,energetic,eye issues
Welsh Terrier,Wales,Black,10-12,Brown,12-15,energetic,skin allergies
Welsh Terrier,Wales,Black,10-12,Brown,12-15,playful,Dental problems
Welsh Terrier,Wales,Black,10-12,Brown,12-15,playful,eye issues
Welsh Terrier,Wales,Black,10-12,Brown,12-15,playful,skin allergies
Welsh Terrier,Wales,Black,10-12,Brown,12-15,good-natured,Dental problems
Welsh Terrier,Wales,Black,10-12,Brown,12-15,good-natured,eye issues
Welsh Terrier,Wales,Black,10-12,Brown,12-15,good-natured,skin allergies
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,Intelligent,Dental problems
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,Intelligent,eye issues
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,Intelligent,skin allergies
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,energetic,Dental problems
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,energetic,eye issues
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,energetic,skin allergies
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,playful,Dental problems
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,playful,eye issues
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,playful,skin allergies
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,good-natured,Dental problems
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,good-natured,eye issues
Welsh Terrier,Wales,Tan,10-12,Brown,12-15,good-natured,skin allergies
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,Intelligent,Dental problems
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,Intelligent,eye issues
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,Intelligent,skin allergies
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,energetic,Dental problems
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,energetic,eye issues
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,energetic,skin allergies
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,playful,Dental problems
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,playful,eye issues
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,playful,skin allergies
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,good-natured,Dental problems
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,good-natured,eye issues
West Highland White Terrier,Scotland,White,10-12,Brown,12-15,good-natured,skin allergies
Whippet,England,White,18-22,Brown,12-15,Intelligent,Dental problems
Whippet,England,White,18-22,Brown,12-15,Intelligent,eye issues
Whippet,England,White,18-22,Brown,12-15,Intelligent,skin allergies
Whippet,England,White,18-22,Brown,12-15,energetic,Dental problems
Whippet,England,White,18-22,Brown,12-15,energetic,eye issues
Whippet,England,White,18-22,Brown,12-15,energetic,skin allergies
Whippet,England,White,18-22,Brown,12-15,good-natured,Dental problems
Whippet,England,White,18-22,Brown,12-15,good-natured,eye issues
Whippet,England,White,18-22,Brown,12-15,good-natured,skin allergies
Whippet,England,White,18-22,Brown,12-15,loyal,Dental problems
Whippet,England,White,18-22,Brown,12-15,loyal,eye issues
Whippet,England,White,18-22,Brown,12-15,loyal,skin allergies
Whippet,England,Black,18-22,Brown,12-15,Intelligent,Dental problems
Whippet,England,Black,18-22,Brown,12-15,Intelligent,eye issues
Whippet,England,Black,18-22,Brown,12-15,Intelligent,skin allergies
Whippet,England,Black,18-22,Brown,12-15,energetic,Dental problems
Whippet,England,Black,18-22,Brown,12-15,energetic,eye issues
Whippet,England,Black,18-22,Brown,12-15,energetic,skin allergies
Whippet,England,Black,18-22,Brown,12-15,good-natured,Dental problems
Whippet,England,Black,18-22,Brown,12-15,good-natured,eye issues
Whippet,England,Black,18-22,Brown,12-15,good-natured,skin allergies
Whippet,England,Black,18-22,Brown,12-15,loyal,Dental problems
Whippet,England,Black,18-22,Brown,12-15,loyal,eye issues
Whippet,England,Black,18-22,Brown,12-15,loyal,skin allergies
Whippet,England,Red,18-22,Brown,12-15,Intelligent,Dental problems
Whippet,England,Red,18-22,Brown,12-15,Intelligent,eye issues
Whippet,England,Red,18-22,Brown,12-15,Intelligent,skin allergies
Whippet,England,Red,18-22,Brown,12-15,energetic,Dental problems
Whippet,England,Red,18-22,Brown,12-15,energetic,eye issues
Whippet,England,Red,18-22,Brown,12-15,energetic,skin allergies
Whippet,England,Red,18-22,Brown,12-15,good-natured,Dental problems
Whippet,England,Red,18-22,Brown,12-15,good-natured,eye issues
Whippet,England,Red,18-22,Brown,12-15,good-natured,skin allergies
Whippet,England,Red,18-22,Brown,12-15,loyal,Dental problems
Whippet,England,Red,18-22,Brown,12-15,loyal,eye issues
Whippet,England,Red,18-22,Brown,12-15,loyal,skin allergies
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,Intelligent,Dental problems
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,Intelligent,eye issues
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,Intelligent,skin allergies
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,energetic,Dental problems
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,energetic,eye issues
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,energetic,skin allergies
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,playful,Dental problems
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,playful,eye issues
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,playful,skin allergies
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,good-natured,Dental problems
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,good-natured,eye issues
Wirehaired Pointing Griffon,Belgium,Brown,21-24,Brown,12-14,good-natured,skin allergies
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,Intelligent,Dental problems
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,Intelligent,eye issues
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,Intelligent,skin allergies
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,energetic,Dental problems
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,energetic,eye issues
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,energetic,skin allergies
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,playful,Dental problems
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,playful,eye issues
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,playful,skin allergies
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,good-natured,Dental problems
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,good-natured,eye issues
Wirehaired Pointing Griffon,Belgium,White,21-24,Brown,12-14,good-natured,skin allergies
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,Intelligent,Dental problems
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,Intelligent,eye issues
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,Intelligent,skin allergies
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,energetic,Dental problems
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,energetic,eye issues
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,energetic,skin allergies
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,playful,Dental problems
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,playful,eye issues
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,playful,skin allergies
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,good-natured,Dental problems
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,good-natured,eye issues
Xoloitzcuintli,Mexico,Black,10-14,Brown,12-15,good-natured,skin allergies
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,Intelligent,Dental problems
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,Intelligent,eye issues
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,Intelligent,skin allergies
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,energetic,Dental problems
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,energetic,eye issues
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,energetic,skin allergies
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,playful,Dental problems
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,playful,eye issues
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,playful,skin allergies
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,good-natured,Dental problems
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,good-natured,eye issues
Xoloitzcuintli,Mexico,Red,10-14,Brown,12-15,good-natured,skin allergies
Yorkshire Terrier,England,Blue & Tan,7-8,Brown,12-15,Intelligent,Dental problems
Yorkshire Terrier,England,Blue & Tan,7-8,Brown,12-15,Intelligent,eye issues
Yorkshire Terrier,England,Blue & Tan,7-8,Brown,12-15,Intelligent,skin allergies
Yorkshire Terrier,England,Blue & Tan,7-8,Brown,12-15,energetic,Dental problems
